continent,country,OSMID,name,center_lat,center_lon,north,south,east,west
Asia,japan,469900649,長崎総合科学大学,32.75346398,129.9432693,32.7547149,32.7517395,129.945025,129.9414456
Asia,japan,470141480,國學院大學 たまプラーザキャンパス,35.57345356,139.5617705,35.5750643,35.5720815,139.563005,139.5602608
Asia,japan,470454615,東京大学大学院農学生命科学研究科附属緑地植物実験所,35.6623808,140.0742241,35.664185,35.6613351,140.0761706,140.0731583
Asia,japan,473252782,,35.08804038,136.1856731,35.0889446,35.0868972,136.1865559,136.1845434
Asia,japan,47474612,松陰学園,35.6631861,139.6743449,35.6634748,35.66292,139.6746727,139.6740592
Asia,japan,476599316,信州大学　農学部,35.86416636,137.9352962,35.8700057,35.8598312,137.9412671,137.9309392
Asia,japan,48117267,昭和音楽大学,35.60074616,139.5077959,35.6016356,35.600198,139.5085196,139.5067443
Asia,japan,481304865,国際医療福祉大学（小田原保健医療学部）城内校舎,35.24888027,139.1518659,35.2497599,35.2482332,139.1532012,139.1506733
Asia,japan,481776765,大和大学,34.76614896,135.5170825,34.7674456,34.7652531,135.5193262,135.5156721
Asia,japan,482459785,,34.97414661,135.6635065,34.9753182,34.9733458,135.6669188,135.6612994
Asia,japan,483619851,人間総合科学大学,35.97057439,139.657476,35.9716158,35.9694462,139.658874,139.6565519
Asia,japan,485091546,京都薬科大学 南校舎,34.98858909,135.8120118,34.9891365,34.9878985,135.8123764,135.8114026
Asia,japan,486910138,宮崎大学,31.82954769,131.4107822,31.8341327,31.8257918,131.4184644,131.407012
Asia,japan,486912793,宮崎大学,31.83978417,131.3988623,31.8417784,31.8374924,131.4028113,131.3966368
Asia,japan,487083187,甲南女子大学,34.73468716,135.2877222,34.7358707,34.7336928,135.2896102,135.2859419
Asia,japan,487083188,神戸薬科大学,34.7328607,135.2830148,34.7337189,34.7316551,135.2841465,135.2816185
Asia,japan,489058678,大阪学院大学,34.77351437,135.5415148,34.7750269,34.7715035,135.5439543,135.539961
Asia,japan,489212684,横浜国立大学 グラウンド,35.46944639,139.5949612,35.4711886,35.4670294,139.5968496,139.5926595
Asia,japan,49177377,名城大学農学部,35.26974852,136.9639035,35.2718631,35.2685003,136.9667279,136.9607435
Asia,japan,49190263,成城大学,35.64201397,139.6008537,35.6423585,35.6414723,139.6018917,139.6001858
Asia,japan,49320633,多摩美術大学,35.61119325,139.3492562,35.61339,35.609013,139.3519932,139.3458487
Asia,japan,49334398,明星大学,35.64451217,139.408064,35.6468347,35.6420139,139.4111597,139.4052905
Asia,japan,493551146,相愛大学,34.63475253,135.427426,34.6369042,34.6335758,135.4290171,135.425984
Asia,japan,495976692,札幌保健医療大学,43.13260199,141.4126745,43.1331642,43.1313473,141.413494,141.4120091
Asia,japan,496315071,,36.29771052,139.3755299,36.2981987,36.2974391,139.3759407,139.3749103
Asia,japan,496434418,東京理科大学大子研修センター,36.76497468,140.3636067,36.7664444,36.7633416,140.3650041,140.3619035
Asia,japan,499404499,,35.5438661,139.5085605,35.544331,35.5433542,139.5092846,139.5076666
Asia,japan,501695980,北海学園北見キャンパス,43.77679539,143.874634,43.7791893,43.773755,143.8787851,143.8716745
Asia,japan,503204489,神戸大学（医学部）,34.68564495,135.1711597,34.686816,34.6843938,135.1723414,135.169625
Asia,japan,503204491,神戸大学（医学部）,34.68391253,135.1707506,34.6843812,34.6832309,135.1715785,135.1703268
Asia,japan,506002955,神奈川歯科大学,35.28430541,139.6697132,35.2855994,35.2835971,139.6715833,139.6686275
Asia,japan,506842200,梅花女子大学?梅花女子大学短期大学部,34.84315489,135.5354111,34.8454685,34.8415465,135.5369823,135.5338722
Asia,japan,506955784,環太平洋大学 第2キャンパス,34.70936628,133.9897365,34.7106636,34.707914,133.9910574,133.9877728
Asia,japan,506955785,環太平洋大学 第1キャンバス,34.72778814,134.012624,34.7298993,34.7256193,134.0184772,134.0098396
Asia,japan,50806200,国士舘大学 梅ヶ丘キャンパス,35.64924174,139.6520581,35.6499879,35.648876,139.6533566,139.6510315
Asia,japan,508295144,追手門学院大学,34.84837786,135.559162,34.8500929,34.8462364,135.5612133,135.5568882
Asia,japan,508305218,大阪大学 豊中キャンパス,34.80424494,135.4544098,34.8079255,34.8007045,135.4580594,135.4502307
Asia,japan,508625218,神戸親和女子大学,34.7274363,135.1545429,34.7289735,34.7265696,135.1558256,135.1535699
Asia,japan,508701001,大阪国際学園,34.74757093,135.6035597,34.7488404,34.7462745,135.6049414,135.6024758
Asia,japan,50897097,中部大学,35.27338411,137.0136321,35.2773344,35.2711221,137.0166115,137.0094103
Asia,japan,509011140,旭川大学 (Asahikawa University),43.81630897,142.446097,43.8175195,43.815351,142.4476651,142.443942
Asia,japan,514363527,関西大学 高槻キャンパス,34.87608155,135.578417,34.8799914,34.8707142,135.5821521,135.5727643
Asia,japan,514513088,,36.09965264,139.6434213,36.1020405,36.0977274,139.6466535,139.6414091
Asia,japan,51552500,国際基督教大学,35.68615004,139.5308664,35.6911032,35.6816499,139.5344383,139.5231311
Asia,japan,51560706,名古屋工業大学,35.15679982,136.9252108,35.159495,35.155061,136.9271898,136.923158
Asia,japan,517274441,金沢工業大学やつかほキャンパス,36.48398661,136.5728735,36.4854206,36.4826392,136.5744052,136.5703996
Asia,japan,517274444,金沢工業大学やつかほキャンパス,36.48703395,136.5716361,36.4879519,36.4860733,136.572721,136.5705361
Asia,japan,518721655,岡山大学 鹿田キャンパス,34.64987553,133.9196305,34.6527108,34.648443,133.9224687,133.9174559
Asia,japan,524670089,,35.51193088,139.5104573,35.5136887,35.5102261,139.5122323,139.5084734
Asia,japan,524670781,,35.50871358,139.5104237,35.5104482,35.5067405,139.5126378,139.5075696
Asia,japan,52646766,東海大学 湘南キャンパス,35.36355659,139.2751637,35.3671826,35.3586867,139.2795912,139.2699876
Asia,japan,527381027,大阪歯科大学,34.85866123,135.6763007,34.859623,34.8580245,135.6775915,135.6751528
Asia,japan,527835720,大阪大学 箕面キャンパス,34.85286843,135.5170066,34.8559885,34.8503307,135.5192435,135.5146006
Asia,japan,52980054,東京医科歯科大学,35.70150041,139.7643166,35.7027106,35.7002809,139.7659123,139.7626638
Asia,japan,53073152,相模女子大学,35.53347314,139.4264765,35.5354926,35.5318359,139.4305361,139.4237018
Asia,japan,53205735,兵庫県立大学 播磨理学キャンパス,34.92969868,134.4462962,34.9313987,34.9277163,134.4484517,134.444228
Asia,japan,532672519,地球環境学研究所総合,35.07309708,135.7642064,35.0747338,35.0715975,135.7653415,135.7632028
Asia,japan,533531501,,35.51752606,139.4837816,35.5177868,35.5170894,139.4842535,139.4832511
Asia,japan,536519132,県立宮城大学,38.34997038,140.8404541,38.35229,38.3478021,140.8425441,140.8389402
Asia,japan,53764505,県立芸術大学,26.21945553,127.7185861,26.2199776,26.2185795,127.7193658,127.7179202
Asia,japan,53764859,県立芸術大学,26.218923,127.7202179,26.2193583,26.2181092,127.7210514,127.7191632
Asia,japan,540408832,聖路加看護大学 （看護学部）,35.66775486,139.7754781,35.6683404,35.6670439,139.7764912,139.7749154
Asia,japan,543842106,明治大学,35.67152994,139.6467476,35.6724321,35.6705644,139.647926,139.6460159
Asia,japan,544328881,西日本工業大学　小波瀬キャンパス,33.75384067,130.9731974,33.7564443,33.7521575,130.9751639,130.9720118
Asia,japan,544872818,帝京平成大学,35.73296902,139.7191345,35.7335478,35.7324116,139.7198972,139.7186158
Asia,japan,545008029,桐朋学園大学院大学,36.71800183,137.1648749,36.7184044,36.7174486,137.1659277,137.1642745
Asia,japan,546386701,四日市大学,35.02319556,136.6083294,35.0241881,35.0212426,136.6089637,136.6064397
Asia,japan,547462585,大阪行岡医療大学,34.82801192,135.5801141,34.8283312,34.827578,135.580491,135.5795606
Asia,japan,547467694,愛知教育大学,35.05164878,137.0506095,35.0565778,35.0481171,137.0552932,137.0442837
Asia,japan,547602397,富山国際大学,36.59979775,137.2740038,36.6020639,36.5979956,137.2781938,137.2700555
Asia,japan,548063331,富山大学 高岡キャンパス,36.77392983,137.0222138,36.7751451,36.7726931,137.0239108,137.0205287
Asia,japan,548647035,藍野大学 （医療保健学部）,34.8429655,135.5826109,34.8437348,34.8423347,135.583966,135.581494
Asia,japan,549083620,近畿大学（産業理工学部）,33.64425725,130.7146045,33.6459135,33.6407099,130.7177882,130.7121819
Asia,japan,549276945,学校法人美作学園 美作大学?美作大学短期大学部,35.07608592,134.0079258,35.0773801,35.0749738,134.0096322,134.007036
Asia,japan,553089707,大阪薬科大学 薬学部,34.86376971,135.5753457,34.8648094,34.8628189,135.5772058,135.5734496
Asia,japan,554784651,九州工業大学（情報工学部）,33.6540481,130.6719832,33.6581476,33.6510111,130.6751829,130.6686961
Asia,japan,55585706,嘉悦大学,35.72056248,139.515908,35.7214031,35.7200534,139.517078,139.5145437
Asia,japan,55680436,日本大学,35.6945587,140.051864,35.6957284,35.6914175,140.0527649,140.0498651
Asia,japan,55680437,東邦大学,35.69408723,140.0485188,35.6956201,35.6916949,140.0505192,140.0475234
Asia,japan,55680442,千葉工業大学,35.68901984,140.0209754,35.6904795,35.6873901,140.0225576,140.0196086
Asia,japan,557522503,,37.96966867,139.1841164,37.9704103,37.9687803,139.18496,139.1826769
Asia,japan,557522995,新潟医療福祉大学　グラウンド?野球場,37.97193908,139.1851944,37.9730844,37.9707937,139.1869696,139.1834193
Asia,japan,55779032,千葉大学園芸学部,35.77615046,139.900964,35.7784152,35.7745516,139.9046209,139.8983723
Asia,japan,55896463,青山学院大学,35.66020696,139.7104693,35.662742,35.6586828,139.7122638,139.7083552
Asia,japan,560906356,岐阜県農業大学校,35.41111812,137.0342159,35.4131954,35.4085451,137.0368019,137.0324709
Asia,japan,56254054,武蔵野音楽大学,35.74143937,139.6721384,35.7420623,35.7408421,139.6727038,139.6716668
Asia,japan,565467445,島根県立大学,35.43913924,133.0602701,35.4400797,35.4373612,133.0612277,133.0588888
Asia,japan,566098106,女子栄養大学 駒込キャンパス,35.73903999,139.7453356,35.7392633,35.7388054,139.7460361,139.7447888
Asia,japan,566243491,立正大学品川キャンパス,35.62101932,139.7231575,35.6222235,35.6196901,139.7240785,139.7224012
Asia,japan,566257384,大正大学,35.742372,139.7280819,35.7434022,35.7414725,139.7287894,139.7267718
Asia,japan,566318300,清泉女子大学,35.62723035,139.7288614,35.6283315,35.6262154,139.7298086,139.7276998
Asia,japan,566330559,東京医療保健大学五反田キャンパス,35.63127724,139.7265101,35.6321127,35.6308493,139.7268237,139.7260266
Asia,japan,56672219,武蔵野大学,35.71815847,139.5472565,35.7198759,35.7164658,139.5492681,139.5457482
Asia,japan,567623012,,33.5289208,133.5841649,33.5299227,33.527762,133.585248,133.583416
Asia,japan,568052132,作陽音楽短期大学,34.57534761,133.6778874,34.5777677,34.5733875,133.6813228,133.6747758
Asia,japan,568133435,折尾愛真短期大学,33.86131999,130.7100635,33.8620829,33.8606932,130.711039,130.7091248
Asia,japan,569512764,小樽商科大学,43.19123332,140.9796537,43.1930968,43.1891252,140.9817951,140.9764063
Asia,japan,569840372,京都工芸繊維大学 福知山キャンパス,35.28367246,135.1262603,35.2849185,35.2826655,135.1274157,135.1246583
Asia,japan,569840374,福知山公立大学,35.2835295,135.1281361,35.2852688,35.2818367,135.1292905,135.1270106
Asia,japan,570254443,,35.83189884,139.3571611,35.8326627,35.8312964,139.3579352,139.3563174
Asia,japan,57025700,慶應義塾大学 - 三田キャンパス,35.64912492,139.7431582,35.6502515,35.6480665,139.7446209,139.7412825
Asia,japan,570578558,東大阪大学,34.67527575,135.5817381,34.6764758,34.6747961,135.5828487,135.5807345
Asia,japan,570593942,,34.19052467,133.8311121,34.1912989,34.1898122,133.8319861,133.8303024
Asia,japan,571699546,雇用?能力開発機構中国職業能力開発大学校,34.57985957,133.6815244,34.5807291,34.5783311,133.6838319,133.6801638
Asia,japan,572405696,神戸国際大学 (Kobe International University),34.68091188,135.2696346,34.6817996,34.6800105,135.2706845,135.268579
Asia,japan,574704985,北海道医療大学 あいの里キャンパス,43.15871962,141.3982484,43.1594206,43.1582257,141.3994069,141.39735
Asia,japan,575505286,文化学園大学,35.68565332,139.6946377,35.6869495,35.6844653,139.6958693,139.6931703
Asia,japan,576702776,佐賀大学鍋島キャンパス（医学部）,33.28507483,130.2654266,33.286898,33.2820526,130.2682333,130.2632269
Asia,japan,57785303,日本大学 医学部,35.74923669,139.6911052,35.7503201,35.7482484,139.6924613,139.6896625
Asia,japan,57786784,日本大学 芸術学部,35.73737488,139.6753483,35.7381193,35.7364651,139.6770076,139.6739303
Asia,japan,58095927,東京聖栄大学,35.71796967,139.8566692,35.7183619,35.7173835,139.8572099,139.8561397
Asia,japan,581108996,女子栄養大学 坂戸キャンパス,35.9523602,139.4098562,35.9538613,35.9510841,139.4117134,139.4086287
Asia,japan,58671126,東京農業大学,35.64133575,139.6318484,35.6434902,35.63987,139.634787,139.6297808
Asia,japan,58672636,昭和女子大学,35.64379492,139.6759474,35.6453867,35.6422461,139.6778306,139.6738148
Asia,japan,590324010,航空保安大学校,34.41091074,135.2952795,34.4116541,34.4097903,135.2963853,135.2942443
Asia,japan,591293436,国際医療福祉大学　福岡保健医療学部,33.20509653,130.3782516,33.2064499,33.2041845,130.3799121,130.376926
Asia,japan,591293489,国際医療福祉大学　福岡保健医療学部,33.2039677,130.3799972,33.2049237,33.2030806,130.3805707,130.3794272
Asia,japan,59396344,愛知大学車道校舎,35.17447033,136.9274232,35.1749931,35.1741484,136.9281961,136.9265308
Asia,japan,596452411,大阪体育大学,34.38089772,135.3593139,34.3845406,34.3784801,135.3625147,135.3564112
Asia,japan,597549294,,42.37615363,141.0332593,42.3765958,42.3753788,141.0340438,141.0324611
Asia,japan,602083820,八戸工業大学,40.47986469,141.5628832,40.4826929,40.4758215,141.5679829,141.5569442
Asia,japan,603666860,愛知文教大学（国際文化学部）,35.29990673,137.0076202,35.3009328,35.2990261,137.0096411,137.0051028
Asia,japan,60661170,一橋大学（小平国際キャンパス）,35.72000446,139.4743248,35.7214647,35.7178301,139.4762111,139.472624
Asia,japan,607884492,武蔵野音楽大学 桜台学舎,35.74582635,139.6607203,35.7460096,35.7455359,139.6610727,139.6605004
Asia,japan,608190043,,35.6205451,139.7110669,35.6209341,35.6202771,139.7114686,139.7106385
Asia,japan,608947147,第一工業大学,31.74623381,130.7694301,31.7472302,31.7450494,130.771081,130.7670036
Asia,japan,610827919,東京工芸大学,35.46445792,139.3311672,35.46636,35.4625067,139.3331472,139.3289439
Asia,japan,611008609,追手門学院 総持寺キャンパス,34.83839393,135.5777823,34.8407221,34.8368563,135.5788758,135.5762332
Asia,japan,61294079,和光大学,35.57456231,139.474104,35.575937,35.5729331,139.4748339,139.4715469
Asia,japan,61314736,東京大学検見川総合運動場,35.66036923,140.0764268,35.6624999,35.6563769,140.0788856,140.0709348
Asia,japan,614011266,下関市市立大学,33.98727444,130.9347261,33.9885582,33.9862317,130.9361902,130.9332049
Asia,japan,616021969,北海道千歳リハビリテーション大学,42.78543032,141.5984318,42.7859822,42.7850541,141.5987584,141.5980118
Asia,japan,617841973,東京有明医療大学,35.64158716,139.7966214,35.6422741,35.6409758,139.7974348,139.7961417
Asia,japan,618288949,福岡大学（国際交流会館地区）,33.54327671,130.3676702,33.5441958,33.541978,130.3687295,130.3669206
Asia,japan,618388095,大阪府立佐野高等学校,34.40627852,135.3239705,34.4072829,34.4051335,135.3253875,135.3226911
Asia,japan,618407394,貝塚市立南小学校,34.42771974,135.3564057,34.4282899,34.4269436,135.3571233,135.3554281
Asia,japan,618407409,大阪府立貝塚南高等学校,34.42207668,135.3674723,34.4228869,34.4209454,135.3687363,135.3659577
Asia,japan,618581555,貝塚市立第三中学校,34.40938922,135.3892847,34.4099177,34.4082166,135.3906111,135.3882603
Asia,japan,618793404,貝塚市立第四中学校,34.41920049,135.3631902,34.4198571,34.4179478,135.3649179,135.3621284
Asia,japan,618816265,関西医療大学,34.40687672,135.3702542,34.4083655,34.4051193,135.3709244,135.3692945
Asia,japan,619356623,,36.27916516,139.1768811,36.280522,36.2766621,139.1797452,139.1745523
Asia,japan,619455346,東京福祉大学 伊勢崎 キャンパス,36.28617949,139.1930478,36.2877264,36.2847931,139.195529,139.1919842
Asia,japan,619455349,,36.28635436,139.1959954,36.2867999,36.2859098,139.196571,139.195419
Asia,japan,619901915,同志社女子大学 今出川キャンパス,35.03021239,135.764429,35.0309847,35.0292013,135.7664051,135.7631163
Asia,japan,620423977,川村学園女子大学 （人間文化学部）,35.72187397,139.7084425,35.7222359,35.7213885,139.7090261,139.7078499
Asia,japan,620838189,拓殖大学,35.71534861,139.7363699,35.7160869,35.7144887,139.7372602,139.7353784
Asia,japan,620838225,お茶の水女子大学,35.718782,139.7309724,35.7200423,35.7172296,139.7337224,139.7287892
Asia,japan,620838246,日本女子大学,35.71710991,139.7208548,35.7179323,35.7159346,139.7213766,139.7197141
Asia,japan,621914338,大阪歯科大学,34.8403302,135.6694972,34.8416295,34.8391449,135.6708895,135.6681589
Asia,japan,622376523,秋田県農業試験場,39.58061962,140.1942583,39.5870747,39.5735548,140.1986629,140.1885831
Asia,japan,62361589,東洋学園大学,35.70465472,139.7576085,35.7049215,35.7044308,139.7579729,139.7571519
Asia,japan,626053036,茨城キリスト教大学,36.51301174,140.6168582,36.5148348,36.5081303,140.6194988,140.6146654
Asia,japan,627367981,秋田公立美術大学,39.68633267,140.0906023,39.687199,39.6844207,140.0921389,140.0896364
Asia,japan,632729042,貝塚市立木島小学校,34.41167171,135.3814716,34.4122467,34.4112564,135.3823036,135.3806072
Asia,japan,632729048,貝塚市立葛城小学校,34.39795801,135.3918964,34.3984235,34.3973903,135.3924739,135.391364
Asia,japan,632729056,貝塚市立中央小学校,34.43203618,135.3725402,34.4328946,34.4315248,135.3731128,135.371272
Asia,japan,632729069,貝塚市立第二中学校,34.44270594,135.3661837,34.4435174,34.4422108,135.367247,135.365672
Asia,japan,632729094,貝塚市立津田小学校,34.45189387,135.3622603,34.4527852,34.4514442,135.3631377,135.3616558
Asia,japan,632730654,大阪河崎リハビリテーション大学,34.4051498,135.3869225,34.4062433,34.4042385,135.3875469,135.3864849
Asia,japan,637675634,杉野服飾大学日野キャンパス,35.64752122,139.4231581,35.6482226,35.6469631,139.4235122,139.4226228
Asia,japan,637807882,中央大学,35.64007537,139.4043448,35.643466,35.637416,139.4102302,139.3963498
Asia,japan,640782202,甲南大学 岡本キャンパス,34.7300505,135.2643451,34.7302877,34.7297465,135.2651271,135.26359
Asia,japan,640782208,甲南大学 岡本キャンパス,34.73084297,135.2648586,34.7314248,34.7303054,135.2653034,135.2641007
Asia,japan,641198155,東京工芸大学 芸術情報館,35.69262725,139.6804194,35.6928249,35.6924184,139.6805734,139.680216
Asia,japan,641198165,東京工芸大学 中野キャンパス 3号館,35.69191834,139.6780863,35.6921672,35.6916234,139.6785154,139.677939
Asia,japan,643222583,,35.03311316,135.7241665,35.0347282,35.0312415,135.7263817,135.7214136
Asia,japan,643222588,,35.03146819,135.7223338,35.0318812,35.0310214,135.7225846,135.7220634
Asia,japan,643222590,,35.0323769,135.7208346,35.0326339,35.0320938,135.7214442,135.7202203
Asia,japan,644676782,大阪工業大学（情報科学部）,34.84091601,135.7051834,34.8427846,34.8393771,135.7066251,135.7038191
Asia,japan,644864363,佐賀県農業大学校,33.22253188,130.3119102,33.224497,33.220015,130.31334,130.3098451
Asia,japan,645903484,,34.71640017,135.3768243,34.7168544,34.7161089,135.3771391,135.376421
Asia,japan,645903509,武庫川女子大学?短期大学部 中央キャンパス,34.71703672,135.3750369,34.7177447,34.7163929,135.3760363,135.3742379
Asia,japan,645952524,,34.71592497,135.3758148,34.7162631,34.7155411,135.3762549,135.375528
Asia,japan,645952525,,34.71616798,135.3748317,34.7166363,34.7156954,135.3756481,135.374025
Asia,japan,645952526,,34.71757364,135.3733416,34.7181408,34.7168232,135.3742406,135.3725702
Asia,japan,646131916,,34.71551816,135.3751969,34.7157202,34.7152803,135.3754089,135.3748903
Asia,japan,646262328,筑波大学山岳科学センター菅平高原実験所,36.52260415,138.3499692,36.5266719,36.5181513,138.355009,138.3459967
Asia,japan,651667033,こども教育宝仙大学,35.69973945,139.6786645,35.7000213,35.6994533,139.6790298,139.6781403
Asia,japan,653019030,,33.59777651,130.3671934,33.5985866,33.5971273,130.3677911,130.366724
Asia,japan,653691235,上智大学 目白聖母キャンパス,35.72096715,139.6949232,35.7213423,35.7204562,139.6952259,139.6944829
Asia,japan,655000449,大阪樟蔭女子大学,34.6630836,135.5777356,34.6640718,34.662423,135.578535,135.5764255
Asia,japan,656874791,神戸大学　深江キャンパス（海事科学部）,34.71854617,135.2910675,34.7206515,34.7170645,135.2931058,135.2880765
Asia,japan,658344365,大阪府立大学りんくうキャンパス,34.41347456,135.3024409,34.4140366,34.4126515,135.3030363,135.3013271
Asia,japan,661384511,國學院大學,35.65537874,139.7118539,35.6567742,35.6543357,139.7127387,139.7109257
Asia,japan,661406466,尚絅大学（生活科学部）,32.79749321,130.7176081,32.7982597,32.7964605,130.7189839,130.7162708
Asia,japan,662387860,産業能率大学,35.41438313,139.2881597,35.4157097,35.4123045,139.2903269,139.285062
Asia,japan,662556147,東海大学伊勢原キャンパス,35.40807331,139.3153934,35.4097081,35.4063773,139.3166767,139.3129209
Asia,japan,663148048,東京家政学院大学,35.60911045,139.3109667,35.6112916,35.607771,139.3125546,139.3096419
Asia,japan,664316266,大阪音楽大学?大阪音楽大学短期大学部,34.75484949,135.4699944,34.755392,34.7542497,135.4704787,135.4695721
Asia,japan,665874553,北海道科学大学 桂岡キャンパス,43.14188909,141.1404145,43.1434664,43.139669,141.1429667,141.1381441
Asia,japan,667819835,帝京大学,35.75912436,139.7146134,35.7608023,35.758224,139.7163937,139.7127183
Asia,japan,67113647,工学院大学,35.69056812,139.6956998,35.6908862,35.6900516,139.6962046,139.6950692
Asia,japan,671222711,関西外国語大学 中宮キャンパス,34.823599,135.665226,34.8265945,34.8211988,135.6673256,135.6624936
Asia,japan,671544248,奈良女子大学,34.68886551,135.830263,34.6890359,34.6886068,135.8306454,135.8297461
Asia,japan,672432792,神戸常盤大学,34.66597882,135.1422788,34.6669617,34.6651197,135.1437141,135.1404324
Asia,japan,674834827,拓殖大学 八王子国際キャンパス,35.6283162,139.2824796,35.6340797,35.6217101,139.2862308,139.2760025
Asia,japan,675322812,,35.03381467,135.7266647,35.034246,35.0333656,135.7269041,135.7263904
Asia,japan,675322813,,35.03371244,135.7272361,35.0338992,35.0335053,135.7277302,135.7268888
Asia,japan,675324603,,35.02457186,135.7265466,35.0247958,35.0242612,135.7268652,135.726096
Asia,japan,675598257,尾道市立大学,34.42399146,133.1616065,34.4253331,34.422818,133.1624404,133.1609013
Asia,japan,680303872,近畿大学泉州高等学校,34.41855035,135.4330573,34.4201664,34.4170595,135.4338783,135.431527
Asia,japan,682646655,立正大学 熊谷キャンパス,36.10779243,139.3625654,36.1108873,36.1053989,139.3672812,139.3577513
Asia,japan,682907469,東洋大学 朝霞キャンパス,35.81390028,139.5945406,35.8159989,35.8123965,139.5963324,139.5925604
Asia,japan,683082492,,35.70582342,140.8421999,35.7080852,35.7040036,140.8446571,140.8408478
Asia,japan,684118703,川崎医科大学,34.63221135,133.8121805,34.6339388,34.6309234,133.8129194,133.810402
Asia,japan,684310906,川崎医療福祉大学,34.63460652,133.8101836,34.6361013,34.6322947,133.8128037,133.8064259
Asia,japan,686070438,東京慈恵会医科大学国領キャンパス,35.645285,139.5663774,35.6472879,35.6439168,139.5681649,139.5639769
Asia,japan,687765353,東海大学 高輪キャンパス,35.63791836,139.7345413,35.6386782,35.6371942,139.7352658,139.7338654
Asia,japan,689240564,芦屋大学?芦屋女子短期大学,34.7532765,135.3069704,34.7544721,34.7515191,135.3085104,135.3052568
Asia,japan,689415342,武蔵野大学,35.63103408,139.7864899,35.6317133,35.6303549,139.787264,139.7857159
Asia,japan,690124361,佐久大学,36.26555638,138.4633807,36.2665261,36.2644428,138.4651163,138.4618293
Asia,japan,698738247,東京未来大学 六町グラウンド,35.78662963,139.8258809,35.7874101,35.785963,139.826683,139.8252588
Asia,japan,699650067,大阪府立大,34.5492747,135.5877155,34.5508438,34.5478305,135.5888119,135.5861431
Asia,japan,699650068,四天王寺大学,34.54594727,135.5852863,34.5479233,34.544183,135.5901799,135.5816048
Asia,japan,70081967,青森大学 東京キャンパス,35.65517811,139.8576167,35.6557876,35.6544681,139.8580335,139.8569096
Asia,japan,702650317,大阪学院大学,34.77033221,135.5406585,34.7712115,34.7695733,135.5415118,135.5395672
Asia,japan,70379351,琉球大学,26.24912394,127.7660764,26.2539692,26.2455838,127.7684874,127.7633363
Asia,japan,70532193,琉球大学,26.24199887,127.7584252,26.2434767,26.2400993,127.7615951,127.7568023
Asia,japan,710288343,帝京科学大学千住キャンパス,35.74864494,139.7937528,35.7489424,35.7482573,139.7944201,139.792988
Asia,japan,710596666,東京電機大学 東京千住アネックス,35.75073735,139.8074637,35.7510469,35.7505431,139.808338,139.8068544
Asia,japan,710723191,帝京科学大学千住キャンパス,35.75181515,139.7920941,35.7529739,35.7506553,139.7928976,139.7906942
Asia,japan,710723200,帝京科学大学千住キャンパス,35.75385489,139.7895717,35.7547808,35.7532765,139.7903954,139.7887024
Asia,japan,717790283,岡山商科大学,34.68339383,133.9003905,34.6836537,34.6826413,133.9019077,133.8994011
Asia,japan,720888893,松陰大学?大学院,35.4380602,139.362537,35.438198,35.437808,139.3626999,139.3622436
Asia,japan,72302039,青山学院大学 相模原キャンパス,35.56685982,139.4020253,35.5692159,35.5641499,139.4057601,139.3991843
Asia,japan,724890013,京都女子大学,34.98672774,135.779846,34.9870336,34.9863954,135.7803545,135.7791503
Asia,japan,727259769,松本大学,36.22027146,137.911422,36.2212901,36.2189268,137.9136553,137.9089444
Asia,japan,738402096,,31.72811714,131.0969684,31.7292813,31.7270429,131.0985311,131.0958074
Asia,japan,738899917,,31.86036169,131.3945715,31.8611984,31.8588726,131.3961034,131.392767
Asia,japan,743771053,日本大学,35.38004299,139.4693941,35.3818097,35.3766464,139.4721758,139.4649124
Asia,japan,749521223,サイバー大学,33.66292275,130.4223017,33.663223,33.6625258,130.4228546,130.4218216
Asia,japan,75035101,東京農工大学,35.68347347,139.484131,35.685914,35.6811992,139.4876748,139.4794449
Asia,japan,754435448,明治大学グローバルビレッジ,35.67243545,139.6476347,35.6729049,35.6715655,139.6484415,139.6468886
Asia,japan,759312338,日本文理大学,33.23134794,131.7241853,33.2351137,33.2299442,131.7277005,131.7210486
Asia,japan,76028866,玉川学園,35.56767896,139.4676726,35.5727194,35.5634538,139.4738787,139.4633595
Asia,japan,762773910,鳥取大学学生寄宿舎,35.52229888,134.1662204,35.5227733,35.5217779,134.1669419,134.1656008
Asia,japan,77043867,女子美術大学,35.69394744,139.6620773,35.6951683,35.6930842,139.6633114,139.6615197
Asia,japan,771926260,東京大学大学院理学系研究科附属臨海実験所,35.15935235,139.6125473,35.1613595,35.1575529,139.615224,139.6111111
Asia,japan,772787781,神奈川大学,35.34534439,139.2603397,35.3487904,35.3424863,139.2631526,139.2572504
Asia,japan,777460216,北海道大学農学部農園およびインターナショナルハウス,43.06910677,141.3379939,43.0710226,43.0679174,141.3389385,141.3354744
Asia,japan,778009085,秋田県立大学 大潟キャンパス フィールド教育研究センター,40.00019958,139.9524392,40.0022477,39.991645,139.9665129,139.9463228
Asia,japan,778886760,福井県立大学小浜キャンパス,35.51038666,135.7601454,35.5120686,35.5086874,135.7624504,135.7582101
Asia,japan,78176292,田園調布学園大学,35.59561159,139.5250932,35.5965159,35.5943488,139.5259112,139.5241311
Asia,japan,784462157,,34.77128562,135.3402217,34.7714944,34.7710675,135.3405979,135.3399588
