continent,country,OSMID,name,center_lat,center_lon,north,south,east,west
Oceania,australia,10300697,University of Queensland Medical School,-27.44857085,153.0242599,-27.4478636,-27.4494858,153.0251464,153.022575
Oceania,australia,105574130,University of Adelaide,-34.91849814,138.6043679,-34.9169696,-34.9209916,138.6067396,138.6017225
Oceania,australia,10585250,"Monash University, Clayton Campus",-37.91056217,145.1372182,-37.9048662,-37.9164027,145.1451841,145.1279888
Oceania,australia,106602760,,-34.40468999,150.8715945,-34.4040515,-34.4052739,150.8726983,150.8699288
Oceania,australia,107270526,,-34.4087698,150.8805306,-34.4082359,-34.4091053,150.882315,150.8787797
Oceania,australia,113107042,Newman College,-37.79470998,144.9640015,-37.7941925,-37.7958771,144.9647796,144.9627605
Oceania,australia,113107044,St Mary's College,-37.7962769,144.9636336,-37.7956832,-37.7966016,144.9645566,144.9626543
Oceania,australia,113107046,St Hilda's College,-37.79244376,144.9625264,-37.7920486,-37.7931952,144.9633756,144.9619254
Oceania,australia,11454576,Melbourne School of Theology,-37.85962833,145.2096733,-37.8589915,-37.8604232,145.2108344,145.2077446
Oceania,australia,132416557,Queen's College,-37.79356255,144.9632844,-37.7924357,-37.7943586,144.9647579,144.9618917
Oceania,australia,143933621,Churches of Christ Theological College,-37.92779911,145.1956992,-37.9270876,-37.9286278,145.1964818,145.1945452
Oceania,australia,149860711,Federation University Australia Equestrian Centre,-37.5097774,143.8479344,-37.5055501,-37.5130952,143.8520087,143.8455044
Oceania,australia,154615415,Charles Darwin University,-12.3726244,130.8694858,-12.3678201,-12.3746935,130.8729158,130.8633906
Oceania,australia,15472995,Saint Francis Theological College,-27.46802124,153.0036667,-27.4661642,-27.4687827,153.0046178,153.0020072
Oceania,australia,159947005,The University of Melbourne Werribee Campus,-37.88946183,144.6931791,-37.8877454,-37.8914832,144.6956609,144.6911655
Oceania,australia,159951097,The University of Melbourne Creswick Campus,-37.42266408,143.8991491,-37.4203476,-37.4238853,143.9027934,143.8966908
Oceania,australia,160913294,Avondale College of Higher Education,-33.08649851,151.4614884,-33.0836044,-33.0885482,151.4646013,151.4587852
Oceania,australia,163772556,"University of Newcastle, Callaghan Campus",-32.89327509,151.7024853,-32.8843618,-32.8972335,151.7135557,151.6953338
Oceania,australia,172146462,Central Queensland University,-21.1758484,149.1414061,-21.1729282,-21.1787054,149.1437183,149.1400543
Oceania,australia,172801510,"University of Western Sydney, Hawkesbury Campus",-33.61007599,150.7289863,-33.6020562,-33.6238005,150.7427321,150.7184166
Oceania,australia,173530296,University of New South Wales Kensington Campus,-33.91758131,151.2308906,-33.9149767,-33.9200415,151.2364136,151.2256851
Oceania,australia,173919788,University of Queensland Gatton Campus,-27.55282242,152.3371313,-27.545147,-27.5615018,152.3505282,152.3237717
Oceania,australia,180360037,Deakin University,-37.84723608,145.1141853,-37.8453974,-37.84993,145.1168918,145.1128309
Oceania,australia,182689240,University of New South Wales,-33.78037455,151.2577184,-33.7795266,-33.7814274,151.2584565,151.2559425
Oceania,australia,183970570,University of the Sunshine Coast,-26.71648025,153.0671742,-26.7134308,-26.7227289,153.0733859,153.0582949
Oceania,australia,192029917,"Federation University, Wimmera Campus",-36.71243528,142.1848425,-36.7118599,-36.7127128,142.1871608,142.1832371
Oceania,australia,194450788,Deakin University (Warrnambool Campus),-38.39235796,142.5366044,-38.3863336,-38.3955837,142.5424905,142.5317664
Oceania,australia,194854309,Carnegie Mellon University,-34.92812533,138.6011844,-34.9278463,-34.9284044,138.6015143,138.6008545
Oceania,australia,197862208,Federation University Gippsland Campus,-38.31165403,146.4285863,-38.3082132,-38.3156407,146.4336775,146.4236815
Oceania,australia,201703380,University of Western Sydney - Bankstown,-33.94033195,150.9918587,-33.9380773,-33.9432982,150.994324,150.9883349
Oceania,australia,202232474,"Western Sydney University, Parramatta North Campus",-33.80730233,151.022796,-33.8058766,-33.8090508,151.0239142,151.0210112
Oceania,australia,202232476,,-33.81280677,151.0275445,-33.810731,-33.8145346,151.0289018,151.0262764
Oceania,australia,202353115,WSU Werrington North,-33.76084489,150.7499943,-33.7577338,-33.7655662,150.7564437,150.7396833
Oceania,australia,202356825,UWS Westmead,-33.8067469,150.9872117,-33.8051023,-33.8079802,150.9879156,150.9851802
Oceania,australia,202871808,Federation University Australia (SMB Campus),-37.56623978,143.8569161,-37.5645143,-37.5679309,143.8585085,143.855562
Oceania,australia,206595898,James Cook University,-16.81820711,145.6872845,-16.814965,-16.8206224,145.6927179,145.6807559
Oceania,australia,207693612,Macquarie University,-33.77452758,151.1152506,-33.7676962,-33.7812113,151.1203977,151.1049696
Oceania,australia,20808147,Charles Sturt University Mitchell,-33.43097045,149.5625046,-33.4259246,-33.4355987,149.5681207,149.5545834
Oceania,australia,209287987,Charles Sturt University,-35.30476864,149.1381331,-35.3033195,-35.3062014,149.1398582,149.1364068
Oceania,australia,214025582,"University of Sydney, Burren Street Campus",-33.89608397,151.1844517,-33.8957398,-33.8963676,151.1850231,151.1839574
Oceania,australia,216286361,"University of Adelaide, Roseworthy Campus",-34.5287085,138.6829978,-34.5232144,-34.5334629,138.6913482,138.6733892
Oceania,australia,219849477,RMIT University,-37.80836663,144.9611692,-37.8080814,-37.8089002,144.9613402,144.9607071
Oceania,australia,220456421,"University of Adelaide, Roseworthy Campus, Farm Animal Teaching Facility",-34.54731235,138.52091,-34.5442532,-34.5503708,138.5246318,138.5171733
Oceania,australia,220560922,"University of Adelaide, Roseworthy Piggery",-34.51161759,138.6795961,-34.5100786,-34.5133728,138.6807358,138.6784547
Oceania,australia,224363101,Medical Science Precinct,-42.87820629,147.3299226,-42.87782,-42.8789045,147.3304715,147.3290977
Oceania,australia,224959702,Flinders University,-35.02562006,138.5731009,-35.0165367,-35.0335856,138.5852657,138.565069
Oceania,australia,225766173,Nirimba Education Precinct,-33.72469273,150.8754179,-33.7195277,-33.7293169,150.883143,150.8679643
Oceania,australia,225921820,Charles Darwin University,-23.69891221,133.8972852,-23.6973461,-23.7006844,133.8986049,133.8949884
Oceania,australia,229131566,Australian Defence Force Academy,-35.29276692,149.1661493,-35.2873894,-35.2961741,149.1702454,149.1611942
Oceania,australia,22944315,University of Canberra,-35.2383068,149.0819236,-35.2316636,-35.2422721,149.0914746,149.074698
Oceania,australia,23488345,Brisbane North Institute of TAFE - Ithaca,-27.44834853,152.9944563,-27.4464322,-27.4504176,152.9962058,152.9933489
Oceania,australia,23921183,University of Tasmania,-42.90660511,147.3215836,-42.8992843,-42.9141675,147.3314726,147.3092897
Oceania,australia,239265212,University of Tasmania Newnham Campus,-41.39983377,147.1244064,-41.397102,-41.4044652,147.1287777,147.1196137
Oceania,australia,240897546,Charles Sturt University - Albury Campus,-36.03807298,146.990903,-36.0302509,-36.0438475,146.9974346,146.9846887
Oceania,australia,241049096,Riverina TAFE - Albury Campus,-36.06892862,146.9104491,-36.0677002,-36.0698485,146.9129223,146.9078117
Oceania,australia,242672009,Nan Tien Institute,-34.46403942,150.8466672,-34.4636214,-34.4648455,150.8476871,150.8458444
Oceania,australia,24411730,Swinburne University of Technology - Wantirna Campus,-37.87353763,145.234533,-37.8723879,-37.8746825,145.2373755,145.233109
Oceania,australia,24853690,Griffith University Nathan Campus,-27.55371656,153.0535179,-27.5468271,-27.5597263,153.0605718,153.0416169
Oceania,australia,24853724,Griffith University Mount Gravatt Campus (Queensland Institute of Business and Technology),-27.54347711,153.065277,-27.5388093,-27.5470284,153.0686013,153.0616919
Oceania,australia,252909986,,-31.74858785,115.7686465,-31.7466391,-31.7515825,115.7697437,115.7675199
Oceania,australia,255953091,Griffith University Gold Coast,-27.96247598,153.3808125,-27.9599605,-27.9648827,153.3849896,153.3769955
Oceania,australia,259506160,"Charles Sturt University, Wagga Wagga South Campus",-35.12837505,147.3488114,-35.1258765,-35.1317029,147.3512744,147.3470864
Oceania,australia,26303436,Queensland University of Technology,-27.45543156,153.0135992,-27.4543247,-27.4570615,153.01474,153.0123894
Oceania,australia,265360949,UNSW Art & Design,-33.88401343,151.2203272,-33.8834417,-33.8845422,151.2207014,151.2197305
Oceania,australia,26564452,RMIT University (City Campus),-37.80591059,144.9653876,-37.8048888,-37.8067909,144.9660398,144.96456
Oceania,australia,26583007,Box Hill Institute (Lilydale Campus),-37.76490347,145.3481841,-37.7617953,-37.767814,145.3513442,145.3439971
Oceania,australia,27552390,Monash University,-37.7839754,144.9586741,-37.7833935,-37.784559,144.9592019,144.9581507
Oceania,australia,27675043,RMIT University (Bundoora Campus),-37.68062286,145.0648786,-37.6778231,-37.6825776,145.0692316,145.0576704
Oceania,australia,27675271,RMIT University (Bundoora Campus),-37.67749158,145.0729787,-37.6753192,-37.6786155,145.0761254,145.0699859
Oceania,australia,27877532,La Trobe University (Bundoora Campus),-37.72034153,145.0511711,-37.7139939,-37.7287428,145.05784,145.0395346
Oceania,australia,27877559,Monash University (Caulfield campus),-37.87736128,145.044872,-37.8758634,-37.8787989,145.0470901,145.0428063
Oceania,australia,27877597,Monash University (Peninsula Campus),-38.15321587,145.136615,-38.1507915,-38.1549104,145.1387862,145.1337738
Oceania,australia,279984863,Australian National University,-35.28130143,149.1194944,-35.2726359,-35.2900054,149.1265367,149.1087018
Oceania,australia,29100565,Victoria University (Footscray Nicholson Campus),-37.80461406,144.8986946,-37.803991,-37.8058009,144.9001804,144.8971958
Oceania,australia,29272326,Victoria University (St Albans Campus),-37.75233855,144.7975386,-37.7487778,-37.7570307,144.8011529,144.7937652
Oceania,australia,29976158,Monash University Berwick Campus,-38.03998121,145.340762,-38.0388117,-38.0415176,145.3420052,145.3371052
Oceania,australia,30158698,Victoria University (Sunshine Campus),-37.7767837,144.8352541,-37.7757646,-37.777949,144.839033,144.832529
Oceania,australia,301728980,James Cook University,-19.32572326,146.7554545,-19.3213436,-19.338519,146.7678977,146.743495
Oceania,australia,301740653,Southern Cross University,-28.81936921,153.3026413,-28.8144261,-28.8220265,153.308523,153.295764
Oceania,australia,302734361,University of Queensland Experimental Mine,-27.50423123,152.9658002,-27.5027847,-27.5063534,152.9672733,152.9645861
Oceania,australia,30678517,Deakin University (Geelong Waterfront Campus),-38.1440388,144.3604843,-38.1429803,-38.1446984,144.3613251,144.3594128
Oceania,australia,30966847,Swinburne University of Technology (Prahran Campus),-37.85233453,144.9919539,-37.8516058,-37.8532111,144.9928525,144.9907926
Oceania,australia,30973454,The University of Melbourne Burnley Campus,-37.82920513,145.0225702,-37.8264994,-37.8311085,145.025463,145.0200355
Oceania,australia,32247329,Australian Catholic University,-37.80721492,144.9778709,-37.8064615,-37.8082683,144.9791025,144.9769624
Oceania,australia,327891250,,-32.92780137,151.771364,-32.9271465,-32.9281205,151.7717887,151.7709836
Oceania,australia,330453481,Goulburn Ovens Institute of TAFE - Seymour,-37.02236502,145.1339715,-37.0215117,-37.0229491,145.1349949,145.1328305
Oceania,australia,334647396,La Trobe University (Albury-Wodonga Campus),-36.11208366,146.8486841,-36.1082012,-36.1146952,146.8515159,146.8459557
Oceania,australia,34094453,Deakin University - Burwood Campus,-37.8444792,145.1126064,-37.8428501,-37.8465282,145.1154889,145.1096725
Oceania,australia,344692995,Central Queensland University,-23.32105206,150.5210014,-23.3117328,-23.3276139,150.5284043,150.5167603
Oceania,australia,35034571,Australian Catholic University,-27.38018797,153.0910021,-27.3734438,-27.3826924,153.0932825,153.0854271
Oceania,australia,365642998,University of Sunshine Coast - Fraser Coast Campus,-25.28612246,152.835964,-25.2839169,-25.2875626,152.8381835,152.8346233
Oceania,australia,368880340,Charles Sturt University - Wagga Wagga Campus,-35.05936021,147.3593569,-35.0487651,-35.0687484,147.3740477,147.3469057
Oceania,australia,371295810,TAFE,-31.44080271,152.8906012,-31.4383687,-31.4426272,152.89179,152.8893683
Oceania,australia,37555366,Bendigo Regional Institute of Tafe (BRIT),-36.75674998,144.2837123,-36.7556574,-36.7576233,144.2850693,144.2824548
Oceania,australia,375928116,Deakin University (Geelong Waurn Ponds Campus),-38.19958032,144.2958211,-38.1928333,-38.2050735,144.3055503,144.2856843
Oceania,australia,377085158,University of Newcastle Newbolds Building,-32.89491725,151.7287416,-32.8943589,-32.8954756,151.7294677,151.7280154
Oceania,australia,37860175,"University of South Australia, City East Campus",-34.91975448,138.6063791,-34.9190901,-34.9208849,138.6074202,138.605936
Oceania,australia,380534378,Ormond College,-37.79283573,144.9606336,-37.7920251,-37.7941052,144.9620606,144.9588105
Oceania,australia,382599723,Southern Cross University,-28.16881096,153.5182786,-28.1676866,-28.1702326,153.519671,153.5172903
Oceania,australia,38666140,Trinity College,-37.79484403,144.9596581,-37.7938498,-37.7961897,144.9605039,144.9583294
Oceania,australia,38839167,Australian Catholic University,-33.83761963,151.2030612,-33.8370075,-33.8380378,151.2039468,151.2023655
Oceania,australia,38859038,"University of Melbourne, Department of Rural Health",-36.3614798,145.4063433,-36.3605542,-36.3624032,145.406912,145.4057693
Oceania,australia,38864735,University College,-37.79142197,144.959669,-37.7900813,-37.7924859,144.9607075,144.9586437
Oceania,australia,390589701,Burnie Tafe Farm,-41.07504995,145.8764418,-41.0741626,-41.0757279,145.8774076,145.8744797
Oceania,australia,39305718,La Trobe University (Bendigo Campus),-36.78097004,144.3004897,-36.7767489,-36.7839388,144.3033075,144.2956961
Oceania,australia,393913699,United Theological College,-33.79092099,151.0170507,-33.7896559,-33.7928926,151.018576,151.0142738
Oceania,australia,395457569,Charles Sturt University,-31.4579186,152.8756239,-31.4569676,-31.4586281,152.8768803,152.8743427
Oceania,australia,396776565,Katherine Rural Campus,-14.37365403,132.1558443,-14.3716935,-14.3771265,132.1584263,132.1517129
Oceania,australia,397749363,Bond University,-28.07314648,153.4162573,-28.0706868,-28.0769698,153.419612,153.4139996
Oceania,australia,40414603,Trinity Theological College,-27.47800288,152.9931543,-27.4773421,-27.4786778,152.9937008,152.9925209
Oceania,australia,411113514,Edith Cowan University (Mount Lawley Campus),-31.91917076,115.8693854,-31.9172464,-31.9217215,115.8731854,115.8655403
Oceania,australia,411186128,University of Notre Dame,-33.88490953,151.1981216,-33.8844677,-33.8854192,151.1985758,151.1974626
Oceania,australia,412862392,Victoria University (Footscray Park Campus),-37.7945387,144.8976209,-37.7935916,-37.7957949,144.9000441,144.896395
Oceania,australia,412862393,Victoria University (Footscray Park Campus),-37.79284276,144.8988289,-37.7921822,-37.7942835,144.901001,144.8969561
Oceania,australia,414807735,Griffith University Gold Coast,-27.9690281,153.3801047,-27.9653293,-27.9732356,153.3857576,153.3763765
Oceania,australia,415013668,Charles Sturt University Dubbo Campus,-32.23417718,148.6276247,-32.2295564,-32.2364733,148.6303266,148.6207741
Oceania,australia,42156311,Federation University Australia (Camp Street Campus),-37.56111787,143.8586953,-37.5603509,-37.5618573,143.8592588,143.8579473
Oceania,australia,42156314,"Australian Catholic University (Aquinas), Ballarat Campus",-37.55720238,143.8435568,-37.556583,-37.5580251,143.8449677,143.8422019
Oceania,australia,42301619,University of Southern Queensland,-27.60370931,151.9313724,-27.5980664,-27.6117519,151.9357554,151.9240122
Oceania,australia,423855856,Hunter Institute of TAFE,-32.27414093,150.8922348,-32.2730306,-32.2758589,150.8941746,150.8909582
Oceania,australia,432007940,Southern Cross University Coffs Harbour Campus,-30.3262624,153.1017242,-30.3232854,-30.3293327,153.1061988,153.0984627
Oceania,australia,43678577,Edith Cowan University (Joondalup Campus),-31.75249833,115.7735834,-31.7496898,-31.7560074,115.7774499,115.768041
Oceania,australia,440267983,University of Newcastle Central Coast Campus,-33.35769108,151.3788396,-33.3556888,-33.3600899,151.383765,151.3747444
Oceania,australia,443529418,University of the Sunshine Coast -Moreton Bay,-27.27104521,152.9814581,-27.2694568,-27.2722364,152.9826453,152.980187
Oceania,australia,44487526,Swinburne University of Technology - Croydon Campus,-37.80146744,145.2863696,-37.8000806,-37.8031681,145.2875934,145.2846075
Oceania,australia,44710516,Brisbane North Institute of TAFE - Bracken Ridge,-27.31991959,153.0250606,-27.3179772,-27.3220391,153.0274464,153.0227853
Oceania,australia,45369133,International House,-37.78863907,144.9577981,-37.7876956,-37.7894608,144.9587286,144.9572131
Oceania,australia,45543836,Janet Clarke Hall,-37.79395105,144.9591243,-37.793535,-37.7942069,144.9597287,144.9585459
Oceania,australia,45558386,National Institute of Dramatic Art,-33.91583422,151.2253234,-33.9148685,-33.916482,151.225702,151.2246721
Oceania,australia,45604574,University of New South Wales,-33.91732476,151.2255216,-33.9163252,-33.9177546,151.2259907,151.2244305
Oceania,australia,468144396,Charles Darwin University Palmerston Campus,-12.47715913,130.9776105,-12.4745968,-12.478613,130.9793828,130.9764857
Oceania,australia,468147206,University of New England,-30.49259686,151.6402586,-30.4797667,-30.5007729,151.64859,151.6308446
Oceania,australia,471313601,University of Wollongong Innovation Campus,-34.40054737,150.899411,-34.3960888,-34.4067514,150.9008007,150.8966669
Oceania,australia,47359847,University of Southern Queensland Ipswich Campus,-27.62848557,152.7550243,-27.6251171,-27.6317042,152.7580775,152.751533
Oceania,australia,475494171,Rural Clinical School,-27.56849347,151.9423513,-27.5683559,-27.5687474,151.9426474,151.9419467
Oceania,australia,481346309,School of Rural Health,-32.2371464,148.6221463,-32.2363308,-32.2377489,148.6226228,148.621542
Oceania,australia,4850410,Trinity on Hampden,-31.97532528,115.8157686,-31.9739281,-31.9769631,115.8177469,115.8135749
Oceania,australia,4983964,Murdoch University,-32.0722814,115.8349221,-32.0639898,-32.0796196,115.8430348,115.8240116
Oceania,australia,502800309,Gold Coast Institute of TAFE,-27.85285213,153.3213141,-27.852426,-27.8540342,153.3220115,153.3205497
Oceania,australia,50422548,Somerville Theatre,-31.9770618,115.8200472,-31.9767875,-31.9773361,115.8203844,115.81971
Oceania,australia,504517005,135 Erica Underwood House,-32.00872306,115.8869457,-32.0074475,-32.0096241,115.8880623,115.8860406
Oceania,australia,504517006,116 Guild House,-32.00475762,115.887235,-32.0040115,-32.005376,115.8880821,115.8859465
Oceania,australia,504517008,Technology Park,-31.99521633,115.8906141,-31.991996,-31.9984185,115.894452,115.8875185
Oceania,australia,5105371,University of Wollongong,-34.40496734,150.8778106,-34.4017198,-34.4086345,150.8836922,150.8720767
Oceania,australia,5118498,Federation University Australia (Mt Helen Campus),-37.62522027,143.8924505,-37.6222088,-37.6295528,143.8956338,143.885633
Oceania,australia,511921082,Victoria University Werribee Campus,-37.88918581,144.6991613,-37.8864032,-37.8932907,144.7006944,144.6959057
Oceania,australia,51318169,Australian Catholic University - Signadou Campus,-35.24598659,149.1554879,-35.2449036,-35.2467846,149.1571476,149.1538002
Oceania,australia,51492969,The Gordon Institute of TAFE (East Geelong Campus),-38.17415125,144.3809787,-38.1725317,-38.1751298,144.3835903,144.379288
Oceania,australia,517041679,Edith Cowan University (South West Campus),-33.36642925,115.6529168,-33.364721,-33.3689455,115.6551709,115.6516906
Oceania,australia,5179347,RMIT University (Brunswick Campus),-37.7721281,144.9575317,-37.7711285,-37.7730993,144.9589509,144.9565026
Oceania,australia,53267078,"Canberra Institute of Technology, Bruce Location",-35.24860728,149.0946616,-35.2458655,-35.2509187,149.0978894,149.0909355
Oceania,australia,546949240,USC Caboolture,-27.07363533,152.9598933,-27.0725954,-27.0748739,152.9617808,152.9584756
Oceania,australia,551529010,Technology Park,-31.99437758,115.8861451,-31.9933459,-31.9951134,115.8868934,115.8851481
Oceania,australia,553741815,,-23.86178815,151.2647246,-23.8597905,-23.8639609,151.2667073,151.2632853
Oceania,australia,561223969,University of Wollongong (Highlands Campus),-34.55446638,150.3756338,-34.5542652,-34.5547965,150.3762039,150.3751249
Oceania,australia,584389531,UWA Sports Park,-31.95173783,115.7847713,-31.949331,-31.9552396,115.7913212,115.7778725
Oceania,australia,586574768,C.B. Newling Centre,-30.52322176,151.6625818,-30.5222574,-30.5244093,151.6637617,151.6615238
Oceania,australia,5929280,Curtin University (Bentley Campus),-32.00537768,115.8927464,-31.9981943,-32.0131141,115.8984308,115.8869315
Oceania,australia,59536007,Queensland University of Technology - Kelvin Grove,-27.45186458,153.0155807,-27.448347,-27.4542521,153.0187531,153.0129814
Oceania,australia,59912981,UTAS Cradle Coast Campus,-41.05781192,145.880771,-41.0570991,-41.0586598,145.8820002,145.8794177
Oceania,australia,610927146,University of New South Wales Randwick Campus,-33.90586791,151.2341739,-33.9054057,-33.9066551,151.2352684,151.233365
Oceania,australia,616082731,RMIT University (City Campus),-37.80796334,144.9646511,-37.8070014,-37.8094489,144.9661144,144.963071
Oceania,australia,625480717,UniSA Whyalla Campus,-33.02940551,137.5463491,-33.028253,-33.0301269,137.5481704,137.5444785
Oceania,australia,656118774,Curtin University Midland Campus,-31.89598309,116.0061335,-31.8954963,-31.8964543,116.0068384,116.0058493
Oceania,australia,67976287,,-27.48259403,153.026426,-27.4823963,-27.4828674,153.0268594,153.0260507
Oceania,australia,68333407,Griffith University Queensland College of Art,-27.4815967,153.0244223,-27.4809611,-27.4824079,153.0249834,153.0235095
Oceania,australia,702587928,La Trobe University,-34.20540478,142.1667205,-34.2051118,-34.2059509,142.1675393,142.1659333
Oceania,australia,737711381,Victoria University - City Queen Campus,-37.81161176,144.9596429,-37.8113941,-37.8118277,144.9598674,144.9592964
Oceania,australia,758850257,QUT Garden Points campus,-27.4772683,153.0277143,-27.4747474,-27.4787957,153.030121,153.0260936
Oceania,australia,770773277,University of Sydney - Cumberland Campus,-33.88357767,151.04979,-33.8781218,-33.8856279,151.0515565,151.0469523
Oceania,australia,772558888,RMIT University (City Campus),-37.80825969,144.9624529,-37.8076358,-37.8088691,144.9631266,144.9616604
Oceania,australia,773893268,RMIT University (City Campus),-37.80606452,144.9639194,-37.8055127,-37.8066434,144.9644156,144.9634092
Oceania,australia,773893269,,-37.80617054,144.9627156,-37.8059472,-37.8064956,144.9628472,144.9625266
Oceania,australia,782393382,University of South Australia Mawson Lakes Campus,-34.80986049,138.6204076,-34.8063822,-34.8135842,138.6227839,138.6170359
Oceania,australia,797212001,Murdoch University - Mandurah Campus,-32.51553574,115.7556975,-32.5147029,-32.5162427,115.7564489,115.7549991
Oceania,australia,800338529,Australian Maritime College,-41.39944509,147.1191852,-41.3971875,-41.4023433,147.121768,147.1165408
Oceania,australia,8039128,Queensland University of Technology,-27.47764437,153.0288041,-27.4754863,-27.4788904,153.0304783,153.026435
Oceania,australia,98297031,Western Sydney University Campbelltown,-34.06814953,150.7885833,-34.0635562,-34.0750427,150.8003386,150.782717
Europe,austria,107368127,Universit?t für Bodenkultur / Türkenschanze,48.23724707,16.33564943,48.2379576,48.236057,16.3377759,16.3345547
Europe,austria,111542534,FH Campus Wien,48.15809071,16.38187635,48.1592304,48.1567897,16.3828187,16.380644
Europe,austria,113858340,?sterreichische Akademie der Wissenschaften,48.20976589,16.38508065,48.2102074,48.2092711,16.3854146,16.3848916
Europe,austria,115632840,P?dagogische Hochschule Ober?sterreich,48.30750762,14.30422291,48.3082819,48.3069418,14.3059994,14.3035754
Europe,austria,116521459,Universit?t Graz - Universit?tszentrum Theologie (UZT),47.08128073,15.4541304,47.0816435,47.0810179,15.4548273,15.4534359
Europe,austria,116607040,Fachhochschule Ober?sterreich - Fakult?t für Gesundheit/Soziales,48.30171237,14.31113246,48.302608,48.3009913,14.3123594,14.3100682
Europe,austria,119990631,VBC5,48.1881821,16.40232614,48.1883463,48.1878211,16.4025699,16.4018462
Europe,austria,124198679,FH Ober?sterreich Campus Hagenberg,48.36808002,14.51288249,48.3685236,48.3677651,14.5152584,14.5111854
Europe,austria,137998129,"Forstlicher Versuchsgarten ""Kn?delhütte""",48.2179645,16.24163353,48.2193751,48.215913,16.2429558,16.2376757
Europe,austria,139616797,Universit?t für Bodenkultur Wien – Standort Muthgasse,48.246913,16.3670656,48.2477451,48.2463879,16.3688935,16.3655755
Europe,austria,140066231,,48.21946292,16.35488983,48.2200568,48.2181232,16.3567058,16.3532754
Europe,austria,140435376,Katholische Theologische Universit?t,48.30367036,14.29150274,48.3038993,48.3034258,14.2918361,14.2911744
Europe,austria,145291703,Universit?t für Bodenkultur Wien / Standort Tulln,48.32017199,16.06811702,48.3214731,48.3168163,16.0710456,16.0648911
Europe,austria,145340738,Anton Bruckner Privatuniversit?t,48.31080665,14.26881221,48.3114091,48.3102416,14.2704936,14.2680327
Europe,austria,155529328,Science Park,48.33575716,14.32350375,48.3370747,48.3341221,14.3253789,14.3215067
Europe,austria,158414927,Versuchswirtschaft Gro?-Enzersdorf der Universit?t für Bodenkultur Wien,48.19894514,16.56137177,48.202376,48.1962143,16.5676049,16.5555242
Europe,austria,164446783,Fachhochschule Wiener Neustadt Campus Wieselburg,48.13896275,15.13945679,48.1397779,48.1383459,15.1403028,15.1383334
Europe,austria,168566699,,47.72406635,13.08684107,47.7253294,47.7219228,13.0884692,13.0852721
Europe,austria,176477793,Universit?t für angewandte Kunst in Wien,48.20820332,16.38488766,48.2085284,48.2079553,16.3856446,16.384338
Europe,austria,185497455,Versuchszentrum Jedlersdorf der Universit?t für Bodenkultur,48.28814612,16.42799865,48.2906775,48.2857462,16.4296925,16.4256115
Europe,austria,187761669,Zentralanstalt für Meteorologie und Geodynamik,48.24859707,16.35632009,48.2490483,48.2482093,16.3579022,16.3552113
Europe,austria,195909877,Fachhochschule Wiener Neustadt,47.83915366,16.24788389,47.8404375,47.8381411,16.2486384,16.2470395
Europe,austria,22498795,FH St. P?lten,48.21345339,15.6317496,48.2142937,48.2126654,15.6329324,15.6308622
Europe,austria,225892876,Fachhochschule Salzburg – Campus Kuchl,47.62986465,13.15167101,47.6309186,47.6292134,13.1529305,13.1507205
Europe,austria,24903216,Universit?t Innsbruck – Campus Technik,47.26417125,11.34441556,47.2652371,47.2626552,11.3479338,11.3402953
Europe,austria,24903217,Universit?t Innsbruck Campus Innrain,47.26352402,11.38440295,47.2648879,47.2623514,11.3863623,11.3830215
Europe,austria,24961783,,47.2695497,11.39838786,47.2701907,47.2690412,11.3997127,11.3971727
Europe,austria,25427674,Universit?t für angewandte Kunst in Wien,48.20812582,16.38246382,48.2087205,48.2076265,16.3833861,16.3818117
Europe,austria,25753836,Universit?t Innsbruck Sport-Campus,47.25682386,11.35586515,47.2591059,47.2554851,11.3610527,11.3502891
Europe,austria,26641949,Veterin?rmedizinische Universit?t,48.25415303,16.43006894,48.2583092,48.2514226,16.4344869,16.4278725
Europe,austria,275773380,Universit?ts- und Landessportzentrum Salzburg/Rif,47.72170962,13.0698188,47.7242362,47.7193703,13.0738194,13.0656451
Europe,austria,27604251,,47.07049298,15.45735288,47.0710028,47.0701856,15.4579328,15.4566618
Europe,austria,27633802,Universit?t für Musik und darstellende Kunst,47.07290361,15.44969109,47.0737361,47.0720984,15.4506869,15.4482383
Europe,austria,27759012,Karl-Franzens-Universit?t Graz,47.07738023,15.44955553,47.0797762,47.0759865,15.4525454,15.446919
Europe,austria,27888398,"Karl-Franzens-Universit?t Graz, Zentrum für molekulare Biowissenschaften",47.0803448,15.44698224,47.0812401,47.0798941,15.4483275,15.446187
Europe,austria,27891896,PH 4,48.16503175,16.37404649,48.1654243,48.1645717,16.3747702,16.3732994
Europe,austria,28324131,Universit?t für Bodenkultur / Türkenschanze,48.23753622,16.33115146,48.2383289,48.2371662,16.3329999,16.3302749
Europe,austria,290228946,Universit?t für Bodenkultur Wien – Lehrforstzentrum,47.70097643,16.29850349,47.7014903,47.7003053,16.299015,16.2980326
Europe,austria,312738996,,47.79462752,13.05463315,47.795608,47.7939558,13.0555714,13.0533978
Europe,austria,31830729,,48.20427616,16.31754311,48.2058768,48.2028299,16.3202331,16.3168351
Europe,austria,330235259,,47.80870572,13.0314786,47.8090388,47.8083758,13.0319683,13.0309265
Europe,austria,33151166,Universit?t für Musik und darstellende Kunst Wien,48.2021336,16.38591694,48.203284,48.2008681,16.3869267,16.3844683
